x4,x3,x2,x1
12.2,21,223868.081,1.204663597
12.2,21,223906.637,1.216717402
12.2,21,223946.109,1.213907402
12.2,21,223986.151,1.214573168
12.2,21,224025.84,1.208422483
12.2,21,224065.639,1.213858149
12.2,21,224105.545,1.207454819
12.2,21,224145.277,1.213910464
12.2,21,224186.239,1.199069376
12.2,21,224224.405,1.222120215
12.2,21,224265.867,1.19875761
12.2,21,224303.982,1.222993315
12.2,21,224345.503,1.197917182
12.2,21,224384.76,1.208812742
12.2,21,224423.386,1.222276103
12.2,21,224463.772,1.208016274
12.2,21,224503.534,1.208289348
12.2,21,224543.283,1.216218255
12.2,21,224583.14,1.208510211
12.2,21,224623.994,1.207040928
12.2,21,224662.203,1.221924861
12.2,21,224702.196,1.209042969
12.2,21,224742.212,1.214726853
12.2,21,224783.153,1.19959428
12.2,21,224821.28,1.224704772
12.2,21,224861.639,1.214023808
12.2,21,224902.258,1.205507369
12.2,21,224940.855,1.218923792
12.2,21,224982.196,1.205047631
12.2,21,225020.349,1.223199714
12.2,21,225061.827,1.205745534
12.2,21,225101.014,1.215279
12.2,21,225139.716,1.223817783
12.2,21,225180.199,1.210257053
12.2,21,225220.991,1.20604559
12.2,21,225259.521,1.219870038
12.2,21,225300.979,1.199402263
12.2,21,225340.26,1.213728197
12.2,21,225378.944,1.223473939
12.2,21,225419.318,1.207460963
12.2,21,225459.092,1.214088328
12.2,21,225499.468,1.207330757
12.2,21,225538.686,1.214397457
12.2,21,225578.635,1.206842846
12.2,21,225618.463,1.214346712
12.2,21,225658.301,1.213830161
12.2,21,225699.05,1.198015627
12.2,21,225737.469,1.222730973
12.2,21,225777.776,1.207395135
12.2,21,225818.826,1.204842495
12.2,21,225856.858,1.222891413
12.2,21,225897.157,1.208169935
12.2,21,225938.099,1.205189146
12.2,21,225976.143,1.223570279
12.2,21,226017.519,1.206594769
12.2,21,226056.887,1.214723464
12.2,21,226095.333,1.224348315
12.2,21,226135.736,1.215169189
12.2,21,226175.395,1.21510574
12.2,21,226216.219,1.205830542
12.2,21,226254.263,1.225824597
12.2,21,226295.606,1.206537116
12.2,21,226333.702,1.223329755
12.2,21,226373.93,1.216307413
12.2,21,226414.755,1.205146019
12.2,21,226452.787,1.218889059
12.2,21,226493.181,1.223571105
12.2,21,226534.109,1.216517305
12.2,21,226573.003,1.234747475
12.2,21,226612.303,1.258494776
12.2,21,226652.692,1.253085956
12.2,21,226692.51,1.240064191
12.2,21,226732.443,1.234038288
12.2,21,226773.469,1.238136388
12.2,21,226812.82,1.247311289
12.2,21,226851.632,1.244773918
12.2,21,226892.015,1.231633318
12.2,21,226931.884,1.241010081
12.2,21,226971.834,1.24438153
12.2,21,227012.863,1.248024886
12.2,21,227052.114,1.251643994
12.2,21,227090.913,1.253734762
12.2,21,227132.512,1.234658109
12.2,21,227170.593,1.248840055
12.2,21,227210.958,1.236748939
12.2,21,227251.869,1.217800218
12.2,21,227289.996,1.237020028
12.2,21,227331.403,1.206480541
12.2,21,227369.588,1.223636225
12.2,21,227409.838,1.214621633
12.2,21,227450.035,1.213626473
12.2,21,227490.732,1.205251424
12.2,21,227529.014,1.222058074
12.2,21,227569.276,1.214037998
12.2,21,227609.156,1.214565447
12.2,21,227649.356,1.213902006
12.2,21,227688.716,1.212571832
9,21,227728.669,1.21400231
9,21,227769.668,1.202917542
9,21,227807.786,1.223817417
9,21,227849.177,1.204463821
9,21,227887.3,1.216783217
9,21,227927.626,1.211756427
9,21,227967.429,1.212715165
9,21,228007.216,1.20492648
9,21,228048.176,1.202841162
9,21,228086.289,1.214717665
9,21,228127.715,1.202729141
9,21,228165.757,1.216760347
9,21,228206.111,1.211034309
9,21,228247.112,1.198149614
9,21,228285.208,1.221405792
9,21,228325.529,1.205961447
9,21,228365.978,1.203183381
9,21,228404.869,1.22597725
9,21,228445.109,1.213248753
9,21,228485.703,1.220502757
9,21,228524.285,1.229558151
9,21,228565.978,1.226086957
9,21,228604.148,1.240531122
9,21,228645.79,1.234462859
9,21,228684.326,1.240493502
9,21,228724.964,1.231479172
9,21,228765.84,1.21880401
9,21,228804.668,1.229029979
9,21,228845.132,1.224884563
9,21,228886.279,1.21110783
9,21,228924.805,1.246021103
9,21,228965.338,1.234383582
9,21,229005.473,1.224455695
9,21,229045.532,1.229638686
9,21,229085.585,1.221445687
9,21,229126.641,1.211913678
9,21,229166.1,1.218543709
9,21,229204.879,1.218017789
9,21,229245.388,1.211315184
9,21,229286.063,1.202622967
9,21,229324.791,1.215819323
9,21,229366.548,1.196243762
9,21,229404.667,1.217725123
9,21,229445.197,1.209513562
9,21,229486.325,1.19746667
9,21,229524.562,1.220550104
9,21,229565.108,1.205253283
9,21,229605.097,1.205217348
9,21,229645.021,1.204595515
9,21,229686.079,1.196704327
9,21,229724.365,1.2153678
9,21,229764.867,1.204134238
9,21,229804.655,1.205808587
9,21,229845.668,1.194762846
9,21,229884.185,1.217694492
9,21,229924.213,1.206657106
9,21,229964.222,1.199884663
9,21,230004.114,1.206197197
9,21,230043.935,1.205550258
9,21,230085.026,1.196479708
9,21,230124.252,1.20053731
9,21,230163.059,1.221314396
9,21,230204.633,1.196271145
9,21,230242.788,1.216576246
9,21,230283.192,1.206927688
9,21,230323.208,1.217819056
9,21,230363.254,1.218025
9,21,230403.451,1.224308621
9,21,230443.144,1.236380957
9,21,230483.565,1.234643826
9,21,230523.703,1.243368453
9,21,230565.006,1.220499485
9,21,230604.211,1.244584679
9,21,230643.923,1.230031387
9,21,230684.332,1.223052773
9,21,230724.508,1.232043236
9,21,230764.571,1.235651957
9,21,230806.006,1.220060284
9,21,230845.493,1.220219397
9,21,230884.528,1.236399504
9,21,230926.422,1.208875812
9,21,230964.857,1.226757714
9,21,231005.491,1.217835601
9,21,231045.53,1.220295424
9,21,231085.559,1.21208868
9,21,231126.612,1.213071122
9,21,231165.154,1.216881802
9,21,231205.685,1.2127107
9,21,231245.686,1.204602239
9,21,231287.188,1.203368225
9,21,231326.493,1.205242903
9,21,231365.485,1.220330394
9,21,231406.025,1.211149408
9,21,231446.091,1.210736579
9,21,231486.095,1.206145391
9,21,231527.346,1.200698338
9,21,231566.803,1.211325656
9,21,231605.76,1.214358117
9,21,231646.262,1.212805838
9,21,231686.279,1.204798201
9,21,231726.228,1.210584234
9,21,231766.158,1.2113166
9,21,231806.191,1.211475
9,21,231846.074,1.204808415
9,21,231886.045,1.211453744
9,21,231926.043,1.20510832
9,21,231965.974,1.211058547
9,21,232007.056,1.203013266
9,21,232046.447,1.210932218
9,21,232085.444,1.220032966
9,21,232125.897,1.212632896
9,21,232165.849,1.211640476
9,21,232205.858,1.217384781
9,21,232247.072,1.214356021
9,21,232285.52,1.233921832
9,21,232327.203,1.238963532
9,21,232365.743,1.259249893
9,21,232406.579,1.260125811
9,21,232447.142,1.257475248
9,21,232486.76,1.257726545
9,21,232527.158,1.252903868
9,21,232567.32,1.248967199
9,21,232607.63,1.240708096
9,21,232647.973,1.232148615
9,21,232688.369,1.257067116
9,21,232729.844,1.253478155
9,21,232769.676,1.244624988
9,21,232809.025,1.250866268
9,21,232850.466,1.24390543
9,21,232891.282,1.248738054
9,21,232932.069,1.236689872
9,21,232972.734,1.240425219
9,21,233013.891,1.224257075
9,21,233055.118,1.203109035
9,21,233094.352,1.219379613
9,21,233135.541,1.208588354
9,21,233176.206,1.21031668
9,21,233217.136,1.207259982
9,21,233258.823,1.19991764
9,21,233297.751,1.218172279
9,21,233338.993,1.208437823
9,21,233380.439,1.206884799
9,21,233420.156,1.210114225
9,21,233461.284,1.20841
9,21,233502.979,1.197314851
9,21,233542.015,1.217370693
9,21,233584.355,1.198483637
9,21,233623.227,1.216953305
9,21,233664.413,1.207668832
9,21,233705.049,1.208297448
9,21,233745.676,1.207580605
9,21,233786.31,1.206710649
9,21,233826.951,1.2081262
9,21,233867.512,1.207932011
9,21,233908.081,1.202818914
9,21,233948.689,1.206517723
9,21,233990.39,1.199028773
9,21,234029.388,1.216882825
9,21,234070.473,1.208500678
9,21,234111.023,1.206236135
9,21,234151.58,1.203609201
9,21,234192.282,1.220453259
9,21,234232.97,1.220645732
9,21,234273.806,1.227731031
9,21,234315.561,1.22698332
9,21,234354.888,1.245472387
9,21,234397.524,1.243485381
9,21,234436.658,1.242409938
9,21,234479.329,1.222639511
9,21,234519.455,1.236220086
9,21,234559.182,1.237069823
9,21,234600.581,1.234073276
9,21,234641.557,1.235849057
9,21,234682.659,1.233095174
9,21,234723.667,1.233815318
9,21,234765.859,1.217628274
9,21,234805.161,1.251745136
9,21,234847.726,1.224179421
9,21,234887.196,1.234558133
9,21,234928.702,1.235581027
9,21,234969.587,1.229844914
9,21,235010.518,1.21250397
9,21,235052.201,1.201277646
9,21,235091.886,1.20458702
9,21,235134.326,1.195797793
9,21,235173.816,1.214071893
9,21,235216.195,1.194932009
9,21,235256.691,1.205108794
9,21,235296.431,1.214046491
9,21,235337.977,1.204345173
9,21,235379.95,1.196910546
9,21,235419.312,1.207318584
9,21,235461.903,1.195210013
9,21,235502.356,1.198374341
9,21,235541.986,1.214223613
9,21,235584.016,1.204320388
9,21,235624.02,1.203840181
9,21,235666.518,1.190031977
9,21,235705.826,1.21422733
9,21,235747.304,1.199604454
9,21,235788.244,1.204234639
9,21,235829.218,1.205205205
9,21,235871.294,1.196380874
9,21,235910.561,1.214526525
9,21,235952.046,1.198422389
9,21,235994.146,1.196429431
9,21,236033.428,1.213605948
9,21,236074.748,1.200151704
9,21,236115.613,1.200176173
9,21,236156.492,1.198717949
9,21,236197.991,1.205009344
9,21,236238.168,1.199636042
9,21,236278.701,1.200305471
9,21,236319.884,1.205524997
9,21,236360.757,1.198835844
9,21,236402.811,1.191140338
9,21,236442.046,1.209111889
9,21,236483.53,1.204608205
9,21,236524.481,1.198246385
9,21,236565.334,1.199755441
9,21,236606.269,1.204247208
9,21,236648.266,1.191979563
9,21,236687.533,1.207874367
9,21,236730.11,1.196835031
9,21,236769.28,1.208408871
9,21,236810.724,1.201956229
9,21,236851.606,1.204167482
9,21,236893.665,1.189361087
9,21,236934.129,1.201587108
9,21,236973.871,1.211446859
9,21,237016.53,1.190703046
9,21,237055.665,1.208403695
9,21,237097.151,1.200112423
9,21,237139.489,1.195535821
9,21,237178.613,1.207708142
9,21,237220.187,1.199438819
9,21,237262.175,1.189851163
9,21,237301.556,1.208756377
9,21,237343.043,1.199975589
9,21,237384.063,1.198926567
9,21,237424.995,1.198574288
9,21,237467.152,1.187167961
9,21,237506.352,1.210377499
9,21,237548.952,1.184976526
9,21,237588.233,1.208608122
9,21,237630.954,1.190511668
9,21,237670.21,1.208053525
9,21,237711.682,1.193572022
9,21,237753.847,1.18879673
9,21,237793.13,1.208240424
9,21,237834.568,1.199140121
9,21,237876.732,1.1880681
9,21,237917.178,1.194880305
9,21,237956.987,1.208796927
9,21,237999.506,1.189577913
9,21,238039.03,1.202393019
9,21,238081.611,1.189997596
9,21,238120.877,1.205616279
9,21,238162.378,1.194394942
9,21,238204.579,1.190216477
9,21,238243.484,1.205848681
9,21,238285.232,1.201906666
9,21,238326.15,1.199067406
9,21,238368.396,1.190208648
9,21,238407.574,1.20875688
9,21,238449.152,1.199424362
9,21,238490.135,1.198560625
9,21,238531.118,1.19914117
9,21,238572.117,1.199175489
9,21,238614.3,1.190477334
9,21,238654.753,1.19875125
9,21,238694.565,1.208639865
9,21,238736.052,1.20011717
9,21,238776.989,1.198759584
9,21,238819.182,1.187142514
9,21,238858.387,1.205405405
9,21,238901.184,1.191157753
9,21,238940.432,1.207565398
9,21,238981.997,1.198366053
9,21,239022.885,1.195555013
9,21,239063.917,1.196398946
9,21,239106.336,1.188822078
9,21,239146.466,1.195999315
9,21,239186.542,1.206520664
9,21,239228.041,1.193445341
9,21,239269.113,1.196925026
9,21,239310.121,1.194646905
9,21,239351.203,1.192906385
9,21,239392.288,1.194161046
9,21,239434.417,1.187471477
9,21,239473.638,1.202478315
9,21,239515.233,1.192431483
9,21,239556.176,1.19636408
9,21,239597.174,1.194467483
9,21,239639.311,1.185874321
9,21,239678.612,1.200564762
9,21,239720.137,1.19327526
9,21,239761.631,1.193105789
9,21,239801.729,1.193751538
9,21,239843.016,1.198614093
9,21,239885.18,1.183557232
9,21,239924.413,1.205557208
9,21,239967.113,1.186398712
9,21,240006.3,1.202331638
9,21,240047.792,1.198793562
9,21,240088.86,1.202374857
9,21,240129.952,1.214132606
9,21,240171.947,1.202859137
9,21,240211.447,1.216857348
9,21,240253.192,1.220358757
9,21,240294.337,1.213528754
9,21,240335.446,1.225786056
9,21,240377.693,1.221694948
9,21,240417.073,1.247819749
9,21,240458.715,1.215344186
9,21,240500.266,1.215882154
9,21,240540.698,1.22525213
9,21,240582.073,1.233668036
9,21,240624.399,1.219234821
9,21,240663.718,1.228345484
9,21,240706.523,1.226865171
9,21,240745.972,1.244475718
9,21,240787.946,1.221280101
9,21,240829.136,1.212321125
9,21,240870.806,1.211160951
9,21,240911.251,1.202892885
9,21,240952.604,1.199533426
9,21,240993.804,1.199499733
9,21,241034.901,1.198521904
9,21,241076.44,1.198964658
9,21,241118.548,1.189942529
9,21,241159.273,1.199534048
9,21,241199.252,1.207812384
9,21,241242.166,1.190566173
9,21,241281.603,1.208794732
9,21,241323.391,1.200927094
9,24,241364.52,1.20287637
9,24,241405.729,1.200077691
9,24,241446.929,1.203835417
9,24,241487.943,1.200554664
9,24,241528.971,1.198938217
9,24,241570.135,1.205671344
9,24,241612.395,1.190342679
9,24,241652.983,1.205958896
9,24,241692.919,1.208363178
9,24,241734.591,1.204120351
9,24,241775.652,1.200180101
9,24,241816.74,1.19989291
9,24,241859.061,1.196579149
9,24,241898.437,1.213062918
9,24,241940.076,1.200102192
9,24,241981.618,1.199704822
9,24,242022.023,1.205703794
9,24,242064.621,1.197261651
9,24,242104.063,1.224985198
9,24,242145.864,1.218390526
9,24,242188.037,1.225900005
9,24,242227.896,1.242056671
9,24,242270.798,1.228625334
9,24,242310.554,1.249975461
9,24,242353.456,1.240334129
9,24,242394.259,1.230272076
9,24,242434.46,1.241302266
9,24,242476.259,1.237177314
9,24,242517.568,1.2436751
9,24,242558.908,1.240458847
9,24,242601.472,1.229997856
9,24,242641.08,1.246493921
9,24,242682.907,1.24308884
9,24,242724.52,1.245080544
9,24,242765.337,1.229824689
9,24,242807.937,1.215848624
9,24,242847.37,1.239382144
9,24,242889.137,1.208972244
9,24,242930.364,1.205691136
9,24,242971.514,1.200063134
9,24,243012.77,1.205710404
9,24,243054.165,1.199854739
9,24,243096.456,1.195778957
9,24,243137.117,1.200431924
9,24,243177.183,1.209502229
9,24,243218.954,1.204914851
9,24,243260.226,1.19887507
9,24,243301.497,1.204581263
9,24,243342.642,1.199509721
9,24,243384.973,1.190182288
9,24,243425.659,1.199359332
9,24,243465.72,1.209764028
9,24,243507.334,1.202999295
9,24,243548.865,1.199506674
9,24,243589.509,1.198955563
9,24,243632.006,1.194743645
9,24,243671.344,1.208992095
9,24,243713.078,1.202595635
9,24,243754.185,1.200330683
9,24,243795.291,1.200763656
9,24,243836.445,1.205532732
9,24,243878.75,1.190765841
9,24,243918.266,1.212454393
9,24,243961.084,1.192802241
9,24,244000.509,1.211588767
9,24,244042.325,1.213817705
9,24,244083.636,1.214903671
9,24,244125.058,1.229917299
9,24,244166.431,1.227374937
9,24,244207.295,1.247153285
9,24,244248.812,1.244881661
9,24,244290.12,1.237105168
9,24,244331.574,1.234927386
9,24,244372.85,1.241072293
9,24,244415.31,1.225174091
9,24,244454.938,1.247795219
9,24,244498,1.237297426
9,24,244537.579,1.267074639
9,24,244579.494,1.260292197
9,24,244620.812,1.246577331
9,24,244662.162,1.258545199
9,24,244704.705,1.223664777
9,24,244744.277,1.245965266
9,24,244787.356,1.205848037
9,24,244826.89,1.226687313
9,24,244868.797,1.217757348
9,24,244911.277,1.194435836
9,24,244950.859,1.212470507
9,24,244992.679,1.203046669
9,24,245033.949,1.203469076
9,24,245075.226,1.20207869
9,24,245116.647,1.205112702
9,24,245158.856,1.190126528
9,24,245198.825,1.213295449
9,24,245241.727,1.195740825
9,24,245281.369,1.214159379
9,24,245324.328,1.195604972
9,24,245364.015,1.208467376
9,24,245405.816,1.20585458
9,24,245448.201,1.19658038
9,24,245487.793,1.209780925
9,24,245530.556,1.192217489
9,24,245570.489,1.212697635
9,24,245612.158,1.203310953
9,24,245654.518,1.190216742
9,24,245694.435,1.212876504
9,24,245736.014,1.199757458
9,24,245778.454,1.195395711
9,24,245817.972,1.207730182
9,24,245861.082,1.193104599
9,24,245900.533,1.211296041
9,24,245942.325,1.197565884
9,24,245983.594,1.205608609
9,24,246024.929,1.214053949
9,24,246067.384,1.212803016
9,24,246107.142,1.234089013
9,24,246148.759,1.230948395
9,24,246191.545,1.213883142
9,24,246231.159,1.253778585
9,24,246274.206,1.233585859
9,24,246314.99,1.245361074
9,24,246355.317,1.243347219
9,24,246398.309,1.227239153
9,24,246437.961,1.237773741
9,24,246479.82,1.241768079
9,24,246521.623,1.238612861
9,24,246563.387,1.22903071
9,24,246604.595,1.245010739
9,24,246644.753,1.247920092
9,24,246686.671,1.245672984
9,24,246727.971,1.240741189
9,24,246769.316,1.228138078
9,24,246811.781,1.214793266
9,24,246851.379,1.229693529
9,24,246893.198,1.200765281
9,24,246934.74,1.202558841
9,24,246975.645,1.199854192
9,24,247017.339,1.203171768
9,24,247058.819,1.204032414
9,24,247099.613,1.19766961
9,24,247142.307,1.193601449
9,24,247181.927,1.207724246
9,24,247223.918,1.203556501
9,24,247265.304,1.198342515
9,24,247307.699,1.194137709
9,24,247348.383,1.1986962
9,24,247388.532,1.212756018
9,24,247431.509,1.188812524
9,24,247471.017,1.213178104
9,24,247512.789,1.19801188
9,24,247554.002,1.204657368
9,24,247595.212,1.198141363
9,24,247636.45,1.198981201
9,24,247678.818,1.194893983
9,24,247718.306,1.208041786
9,24,247760.066,1.198845025
9,24,247801.269,1.204334215
9,24,247842.542,1.199689614
9,24,247884.862,1.189921554
9,24,247924.415,1.213758125
9,24,247967.385,1.192338007
9,24,248006.885,1.227620854
9,24,248048.843,1.222491107
9,24,248090.755,1.225509738
9,24,248131.028,1.240618965
9,24,248172.93,1.23117021
9,24,248214.295,1.225550107
9,24,248255.768,1.236672539
9,24,248298.345,1.228551721
9,24,248338.021,1.256123575
9,24,248379.947,1.226686316
9,24,248422.503,1.225882465
9,24,248462.114,1.241057619
9,24,248505.199,1.230917621
9,24,248544.918,1.249699586
9,24,248586.787,1.238781431
9,24,248628.213,1.237219753
9,24,248669.519,1.230815739
9,24,248711.895,1.218458306
9,24,248751.682,1.225834927
9,24,248794.587,1.205946217
9,24,248835.344,1.206257719
9,24,248875.407,1.214310319
9,24,248917.228,1.200024234
9,24,248958.474,1.203892673
9,24,248999.717,1.203481465
9,24,249042.093,1.189792359
9,24,249082.877,1.201109738
9,24,249123.012,1.208048577
9,24,249164.871,1.205501344
9,24,249206.083,1.199151618
9,24,249247.642,1.198681573
9,24,249288.492,1.204051852
9,24,249331.103,1.19198282
9,24,249370.602,1.20934354
9,24,249412.37,1.203806984
9,24,249453.792,1.197310176
9,24,249494.863,1.207244829
9,24,249536.282,1.199898344
9,24,249578.671,1.195878504
9,24,249618.336,1.207886009
9,24,249660.462,1.203696108
9,24,249701.516,1.199563636
9,24,249742.837,1.203473164
9,24,249784.12,1.198929419
9,24,249826.483,1.189626338
9,24,249867.498,1.204897841
9,24,249907.421,1.207326079
9,24,249949.188,1.199238456
9,24,249991.298,1.200297412
9,24,250031.272,1.203358255
9,24,250073.042,1.204962479
9,24,250113.807,1.199931747
9,24,250155.336,1.205168572
9,24,250197.738,1.197784357
9,24,250237.316,1.215520846
9,24,250279.149,1.205338759
9,24,250321.676,1.196500095
9,24,250361.167,1.215041591
9,24,250402.994,1.205708471
9,24,250444.302,1.206615973
9,24,250485.524,1.206098359
9,24,250527.574,1.203695261
9,24,250568.871,1.199604648
9,24,250608.854,1.211156456
9,24,250650.662,1.203614429
9,24,250691.883,1.204775758
9,24,250734.281,1.196889706
9,24,250773.894,1.20768266
9,24,250816.992,1.195619533
9,24,250856.442,1.208950815
9,24,250898.336,1.204470058
9,24,250940.753,1.189287249
9,24,250980.689,1.213113951
9,24,251022.32,1.199748013
9,24,251064.562,1.196419168
9,24,251104.668,1.207265793
9,24,251147.625,1.188774052
9,24,251187.201,1.21124131
9,24,251229.166,1.20117485
9,24,251270.865,1.204905996
9,24,251312.833,1.191228574
9,24,251353.667,1.204050976
9,24,251393.918,1.208755862
9,24,251435.751,1.205135652
9,24,251477.188,1.198284403
9,24,251518.523,1.199139223
9,24,251560.974,1.194839879
9,24,251601.902,1.199024084
9,24,251641.927,1.215162171
9,24,251684.959,1.195935793
9,24,251724.631,1.207307192
9,24,251766.532,1.204541607
9,24,251808.353,1.199903835
9,24,251849.185,1.203413284
9,24,251891.903,1.190877494
9,24,251931.436,1.212962053
9,24,251973.374,1.201054363
9,24,252014.691,1.199370993
9,24,252056.591,1.202421273
9,24,252097.989,1.191233141
9,24,252137.999,1.208400884
9,24,252179.908,1.205209442
9,24,252222.411,1.189619427
9,24,252262.67,1.210669915
9,24,252303.65,1.202369345
9,24,252345.251,1.199796743
9,24,252386.657,1.204138364
9,24,252428.756,1.200167645
9,24,252469.039,1.20279635
9,24,252510.742,1.2046515
9,24,252552.163,1.205034668
9,24,252593.52,1.198187311
9,24,252635.987,1.19063848
9,24,252675.7,1.213665358
9,24,252718.607,1.198257549
9,24,252758.526,1.205757086
9,24,252800.375,1.204045628
9,24,252841.777,1.199077094
9,24,252883.144,1.204886537
9,24,252924.442,1.199429097
9,24,252967.343,1.188994307
9,24,253007.682,1.207238918
9,24,253048.264,1.204325276
9,24,253090.053,1.19878615
9,24,253131.422,1.204583918
9,24,253173.875,1.189623519
9,24,253213.624,1.206812831
9,24,253256.727,1.190079497
9,24,253296.284,1.207861442
9,24,253338.147,1.199661222
9,24,253380.651,1.18836849
9,24,253420.183,1.208104852
9,24,253463.23,1.194306016
9,24,253502.713,1.203559209
9,24,253544.542,1.204105373
9,24,253585.878,1.198116177
9,24,253627.036,1.199563372
9,24,253669.556,1.188810688
9,24,253709.022,1.215158081
9,24,253750.873,1.198202127
9,24,253793.286,1.190065672
9,24,253834.038,1.198231589
9,24,253875.361,1.198629639
9,24,253915.381,1.208015361
9,24,253957.273,1.21506574
