1.0269,0.46895,0.27414,0.080939,0.54829,0.16188,0.19074,0.34683,7.9268,190
2.2911,1.5667,0.66708,0.46425,1.3342,0.92851,0.49867,0.99712,7.9268,191
1.4427,0.61373,0.42281,0.12644,0.84562,0.25288,0.29137,0.5644,7.9268,192
2.2934,1.3382,0.66762,0.38665,1.3352,0.7733,0.44057,0.8805,7.9268,193
1.689,0.73082,0.50332,0.16658,1.0066,0.33317,0.33426,0.65584,7.7566,194
2.2572,1.2896,0.65916,0.3695,1.3183,0.739,0.42223,0.84356,7.7566,195
1.6994,0.71789,0.50657,0.16205,1.0131,0.3241,0.33294,0.65314,7.7566,196
2.0733,1.0347,0.61348,0.277,1.227,0.554,0.35695,0.71083,7.7566,197
1.8712,0.90057,0.558,0.22772,1.116,0.45545,0.33597,0.6656,7.7566,198
2.0645,0.96854,0.61117,0.25267,1.2223,0.50534,0.34774,0.69189,7.0885,199
2.0695,1.0003,0.61247,0.26436,1.2249,0.52873,0.35204,0.70076,7.0885,200
2.0925,0.93824,0.61845,0.24154,1.2369,0.48307,0.34602,0.68849,6.7423,201
1.9562,0.76202,0.582,0.17762,1.164,0.35525,0.32447,0.64213,6.7423,202
1.9376,0.86532,0.57685,0.21485,1.1537,0.42971,0.33198,0.65803,6.3256,203
1.992,0.87743,0.59183,0.21927,1.1837,0.43854,0.33445,0.66378,6.3256,204
1.9486,0.9413,0.57989,0.24266,1.1598,0.48532,0.34046,0.67596,6.0802,205
1.8398,0.76361,0.54891,0.17819,1.0978,0.35638,0.32482,0.6408,5.6282,206
1.8159,0.80446,0.54188,0.19281,1.0838,0.38562,0.3283,0.64799,5.6282,207
1.8133,0.67515,0.54111,0.14721,1.0822,0.29443,0.32301,0.63514,5.6282,208
1.7162,0.70201,0.51177,0.1565,1.0235,0.31301,0.33103,0.64936,5.6282,209
1.7387,0.76064,0.51867,0.17714,1.0373,0.35427,0.33034,0.64978,5.6282,210
1.664,0.73128,0.49549,0.16675,0.99097,0.3335,0.33311,0.65321,5.5936,211
1.7112,0.60712,0.51021,0.12425,1.0204,0.2485,0.33409,0.65319,5.1402,212
1.7024,0.58993,0.5075,0.1186,1.015,0.23719,0.33639,0.65714,5.1402,213
1.6219,0.67616,0.48211,0.14756,0.96422,0.29512,0.32585,0.637,3.9326,214
1.5729,0.55677,0.46626,0.10788,0.93252,0.21576,0.32128,0.62468,3.9326,215
1.6263,0.60376,0.48354,0.12314,0.96708,0.24628,0.32933,0.64228,3.9326,216
1.6825,0.58464,0.5013,0.11687,1.0026,0.23374,0.34001,0.66363,3.9326,217
1.5127,0.49995,0.44642,0.090189,0.89285,0.18038,0.31157,0.60347,3.9326,218
1.5541,0.51851,0.46012,0.095868,0.92024,0.19174,0.31983,0.6208,3.9326,219
1.5591,0.52972,0.46176,0.099347,0.92352,0.19869,0.32013,0.62168,3.9326,220
1.5688,0.54716,0.46493,0.10483,0.92985,0.20966,0.32103,0.62396,3.9326,221
1.4967,0.50531,0.44108,0.091819,0.88217,0.18364,0.30744,0.5951,3.6746,222
1.4192,0.4422,0.41479,0.073212,0.82959,0.14642,0.29186,0.5616,3.2812,223
1.442,0.53722,0.42257,0.10169,0.84514,0.20339,0.29297,0.56601,3.1586,224
1.294,0.44089,0.37106,0.072841,0.74212,0.14568,0.25858,0.49218,2.8939,225
1.3701,0.42658,0.39781,0.068818,0.79562,0.13764,0.27955,0.53575,2.8939,226
1.3724,0.4401,0.39859,0.072615,0.79719,0.14523,0.27957,0.53606,2.8939,227
1.406,0.45933,0.41023,0.078133,0.82045,0.15627,0.2875,0.55297,2.7934,228
1.2612,0.48622,0.35939,0.086055,0.71878,0.17211,0.24958,0.47409,2.5738,229
1.2531,0.44926,0.35648,0.075227,0.71296,0.15045,0.24756,0.4691,2.2003,230
1.2261,0.39306,0.34679,0.0597,0.69358,0.1194,0.24058,0.45322,2.1252,231
1.2344,0.38939,0.34976,0.058729,0.69951,0.11746,0.24293,0.45814,2.1252,232
1.1776,0.3757,0.32928,0.055157,0.65856,0.11031,0.22701,0.42399,2.1252,233
1.0791,0.32637,0.29331,0.042974,0.58663,0.085947,0.19883,0.36232,1.8005,234
1.0139,0.29284,0.26934,0.035359,0.53868,0.070718,0.18027,0.32106,1.7961,235
0.94672,0.31422,0.24465,0.040148,0.4893,0.080295,0.16403,0.28509,1.7308,236
0.8559,0.29374,0.21143,0.035555,0.42285,0.071109,0.14276,0.2362,1.7308,237
0.81272,0.26132,0.19579,0.02874,0.39158,0.057479,0.13276,0.21233,1.7308,238
0.74473,0.21576,0.17149,0.020184,0.34298,0.040368,0.11925,0.1792,1.6448,239
0.6664,0.20442,0.14421,0.018253,0.28843,0.036505,0.10835,0.15127,1.5367,240
0.60039,0.18704,0.12203,0.015456,0.24406,0.030912,0.10143,0.13212,1.5367,241
0.56347,0.17926,0.11003,0.014269,0.22005,0.028539,0.098583,0.12357,1.3745,242
